CATEGORY,CONSULATIONS AND GENERAL SERVICE
84432,Thyroglobulin Antibodies (Tg Ab)
84466,Transferrin
84478,Triglycerides
84484,Troponin-I
84560,Uric Acid
80202,Vancomycin Level
82652,"Vitamin D-25 (Dihydroxyvitamin D, 1, 25)"
83719,Very Low Density Lipoprotein (VLDL)
82570,24Hr Creatinine Urine
84133,24Hr Potassium Urine
84300,24Hr Sodium Urine
84181,Globulin
82374,Carbondioxide Serum
82951,Oral Glucose Tolerance Test (OGTT)
84066,Acid Phosphotase Serum
82803,Blood Gas Panel
80375,Urine Drug Screening (UDS )
80299,Quantitation of Therapeutic Drugs
80197,Tacrolimus Level
80195,Sirolimus Level
80169,Everolimus Level
SUBCATEGORY,IMMUNOLOGY
82105,Alpha Feto Protein (AFP)
83880,Brain Natriuretic Peptide (BNP)
86304,Cancer Antigen - 125 (CA - 125)
82378,Carcinoembryonic Antigen (CEA)
82530,Cortisol
80158,Cyclosporine Level
82670,Estradiol Level
83001,Follicle Stimulating Hormone (FSH)
83003,Growth Hormone (GH)
82784,Immunoglobulin A (IgA )
86001,Immunoglobulin G (IgG)
86005,Immunoglobulin E for Allergic Substance (IgE)
83525,Insulin
83002,Luteinizing Hormone (LH)
84144,Progesterone
84146,Prolactin
84153,Prostate Specific Antigen (PSA) Measurement
84152,Prostate Specific Antigen (PSA) Level
84681,C – Peptide
84402,Testosterone
86812,Immunoglobulin M (IgM)
86807,Complement Dependent Cytotoxicity Compatibility ( CDCC)
81371,Human Leukocyte Antigen Typing (HLA Typing)
88182,Flowcytometry Lymphocyte Crossmatch
86316,Tumor Markers Analysis ( Others )
86829,Donor Specific Antibody (DSA) to HLA Antigen
86830,Panel Reactiveantibody Screening HLA Class I & Ii
SUBCATEGORY,SEROLOGY
86060,Anti Streptolysin O Titre (ASOT)
86039,Autoimmune Antibodies (dsDNA)
86622,Brucella Abortus Antigen (Ag)
87147,Chlamydia (ELISA)
86644,Cytomegalovirus Antibody test (CMC-IgG)
86645,Cytomegalovirus Antibody test (CMV-IgM)
86664,Epstein Barr Virus IgG – Serum
86663,Epstein Barr Virus IgM- Serum
86705,Hepatitis B Core Igm Antibody (HBcAb)
86709,Hepatitis A Antibody (IgM )
86707,Hepatitis B Envelope Antibody (HBeAb)
87350,Hepatitis B Envelope Antigen (HBeAg)
86706,Hepatitis B Surface Antibody (HBsAb)
87340,Hepatitis B Surface Antigen (HBsAg)
86803,Hepatitis C Antibody (HCVAb)
86695,Herpes Simplex Virus - Type 1(HSV-1) IgG & IgM
86696,Herpes Simplex Virus - Type 2(HSV-2) IgG & IgM
86689,HIV 1 & 2 Antibodies (ELISA)
87338,Helicobacter Pylori (H.pylori) Antigen test
86677,Helicobacter Pylori (H.pylori) Antibody test
81025,Urine for pregnancy test (UPT)
86757,Proteus abortus antibody test (Rapid)
86430,Rheumatoid Factor (RF) Qualitative
86592,"Syphilis screening Test (VDRL, RPR or SD Bioline)"
86762,Rubella Antibody Test (IgG /IgM)
86777,Toxoplasma Antibody Test (IgG)
86778,Toxoplasma Antibody Test (IgM)
86780,Treponema Pallidum Haemagglutination Test (TPHA/TPPA)
86768,Widal Test
84480,Tri - Iodothyronine Hormone (T3)
84437,Thyroxine Hormone (T4)
84155,Total Protein Serum
84443,Thyroid Stimulating Hormone (TSH)
84520,Urea Nitrogen (Bun)/Post Dialysis Urea Nitrogen (BUN)
86021,Anti Neutrophil Cystoplasmic Antibodies (ANCA-C)
86406,Cryptococcal Antigen (CrAg)
86790,"Antibody Test for Influenza Virus, Rift Valley Fever, Chikungunya Virus, Zika Virus, Dengue Virus,Ebola Virus"
86431,Rheumatoid Factor (RF) Quantitative
82024,Adenocorticotropic Hormone (ACTH)
86704,Hepatitis B Core Antibody (HBcAb)
82164,Angiotensin I
82163,Angiotensin II
82671,Oestrogen
86703,HIV 1& 2 Antibody Rapid Test
86708,Hepatitis A Antibody
86022,Anti-Neutrophil Cystoplasmic Antibody(ANCA-P)
86225,Anti-Nuclear Antibody (ANA)
86403,Brucella Antibody Test (IgG)/ (IgM)
86828,Toxoplasma Antigen Test
SUBCATEGORY,HAEMATOLOGY
85025,Full Blood Picture (FBP) / Complete Blood Count (CBC)
85097,Bone Marrow Smear Interpretation
86360,CD3/CD4/CD8 T Cell Count
85651,Erythrocyte Sedimentation Rate (ESR)
85230,Factor VII
85247,Factor VII
85384,Fibrinogen
82955,Glucose - 6 Phosphatase Dehydrogenase(G-6PGD)
83026,Haemoglobin (Hb)
82664,Haemoglobin Electropheresis + Sickling Test
86235,Lupus Erythromatous Cell (LE Cell).
85705,Partial Thromboplastin Time (PTT)
85060,Peripheral Blood Smear (PBS)
81206,Philadelphia Chromosome
85049,"Platelet Count, Automated Test"
85210,Prothrombin Time (PT)
85660,Sickling Test
85002,Bleeding Time
85732,Activated Partial Thrombin Time (APTT)
85045,Reticulocyte Count
SUBCATEGORY,BLOOD TRANSFUSION
86900,Blood Group Typing (ABO) and Blood Typing for Rhesus (D) Antigen
86850,Red Blood Cells Antibodies Identification
86920,Compatability Testing (Cross Matching) for Blood Transfusion
86885,Coombs Test (Direct)
86940,Haemolysin Test
86880,Coombs Test (Indirect)
86985,Preparation of Blood Product
SUBCATEGORY,MICROBIOLOGY
87070,"Body Fluids for Culture and Sensitivity (Cerebrospinal Fluids, Pleural,Ascitic, Peritoneal, Pericardial, Synovial Etc.)"
87040,Blood for Culture and Sensitivity
87220,Skin Scraping for KOH
87205,Gram Stain
87206,Wet Preparation for Microorganisms and Cells
87207,"Special Stain (Indian Ink, Nigrosin)"
87181,Quantitative Antimicrobial Susceptibility Testing
87800,"Genital Swabs for Culture and Sensitivity (High Vaginal Swab, Urethral, Vaginal, Endo - Cervical Swabs)"
87076,"Ear Swab, Nasal Swab, Throat Swab and Eye Swab for Culture and Sensitivity"
Code,Service Description
87075,Pus Swab for Culture and Sensitivity
87101,"Scraping for Fungi Culture (Skin, Hair or Nail)"
87077,Sputum for Culture and Sensitivity
87045,Stool for Culture and Sensitivity
87088,Urine for Culture and Sensitivity
81099,Urine Dipstick
87046,Rectal Swab Culture and Sensitivity
SUBCATEGORY,MYCOBACTERIOLOGY
87015,Staining of Mycobacteria Species (ZN or Auramine Stains)
87190,Mycobacteria Liquid Culture and Drug Susceptibility Testing
87550,"Genotypic Method for Mycobacteria (Xpert® MTB/Rif, LPA, etc.)"
87116,Mycobacteria Solid Culture and Drug Susceptibility Testing
87560,Genotypic Methods for Detecting Non Tuberculous Mycobacteria (NTM)
87561,Genotypic Drug Susceptibility Testing for NTM
SUBCATEGORY,PARASITOLOGY AND MEDICAL ENTOMOLOGY
87177,Blood Smear for Malaria Parasites (BS)
86750,Malaria Rapid Diagnostic Test (MRDT)
87209,"Special Stain for Parasites (Microfilaria, Leshmania, Trypanosoma etc.)"
82272,Stool for Occult Blood
82274,Stool Analysis
81005,Urine Analysis
83883,Urine Bence Jones Protein
88184,Ham Test for Paroxysmal Nocturnal Hemoglobinuria (PNH)
87210,Knot Technique for Microfilaria
81015,Urine Analysis (Microscope)
SUBCATEGORY,PATHOLOGY
88342,Immunohistochemistry (IHC)
88323,"Tissue Biopsy Processing, Interpretation and Report"
88314,"Frozen Preparation of Specimen, Interpretation and Report"
88313,"Special Stained Tissue Specimen Slides, Interpretation and Report"
88302,"Tissue Block Staining, Interpretation and Report"
88304,Specimen Slides Interpretation and Report
88106,Cytology of Body Fluids
88364,Bone Marrow Aspirate Cytology
88173,Fine Needle Aspiration Cytology (FNAC)
88141,Pap Smear
89322,Seminal Fluid Analysis (Cytology)
88104,Sputum Cytology
88120,Urine Cytology
88371,Immunocytochemistry
SUBCATEGORY,MORTUARY AND FORENSIC SERVICES
88000,Autopsy without Histology
88020,Autopsy with Histology
88040,"Autopsy with Ancillary Studies (Microbiology, Chemistry/Toxicology,Genetic Etc"
88045,Preservation of Dead Body
88005,Embalming
88099,Washing and Decoration of Dead Body
88125,Forensic (Investigation) Examination of Specimen
SUBCATEGORY,ANDROLOGY
89320,Semen Analysis
SUBCATEGORY,MOLECULAR BIOLOGY
87515,Hepatitis B Viral Load
87389,HIV 1/2 Viral Load
87534,PCR- Based Test(Others) test
87149,PCR-Based Assays for Micro Organisms Identification
87522,Hepatitis C Viral Load
87150,"Identification of Organisms by Genetic Analysis (HBV,HCV,CMV, Polyoma)"
87185,Genotypic Antimicrobial Susceptibility Testing for Bacteria (PCR-Based)
87153,Genome Sequencing Methods
87490,Chlamydia PCR
CATEGORY,RADIOLOGY SERVICES
SUBCATEGORY,PLAIN/CONVENTIONAL X RAYS
71010,X-Ray Chest-PA
70100,X-Ray Mandible
70130,X-Ray Mastoid-Bilateral
70140,X-Ray Facial Bones/Orbits
70160,X-Ray Nasal Bone
70190,X-Ray Skull
70210,X-Ray Paranasal Sinuses
70250,X-Ray Skull Studies-Ap And Lateral
70330,Plain X-ray Temporal Mandibular Joints (TMJ)
71020,X-Ray Chest-Pa And Lateral
71111,X-Ray Ribs
71120,X-Ray Sternum
72050,X-Ray Cervical Spine
72052,X-Ray Cervical Spine-Oblique
72070,X-Ray Thoracic Spine-Ap And Lateral
72074,X-Ray Thoracic Spine-Oblique
72082,X-Ray Total Spine
72100,X-Ray Lumbosacral Ap & Lateral
72110,X-Ray Lumbar Spine-Oblique
72170,X-Ray Pelvis
73000,X-Ray Clavicle
73010,X-Ray Scapula
73030,X-Ray Shoulder
73060,X-Ray Humerus
73070,X-Ray Elbow
73090,X-Ray Forearm (Radius/Ulna)
73100,X-Ray Wrist
73130,X-Ray Hand
73140,X-Ray Finger
73501,X-Ray Pelvis and Femur (Pediatric)
73502,X-Ray Hip
73552,X-Ray Femur
73562,X-Ray Knee-AP and Lateral
73564,X-Ray Both Knees
73590,X-ray leg (Tibia/fibula)
73610,X-Ray Ankle
73620,X-Ray Foot
73650,X-Ray Calcaneum
73660,X-Ray Toe
74020,X-Ray Abdomen-Supine/Erect
74241,X-Ray Abdomen-KUB
76140,X-Ray /Fluoroscopic Report
77065,Mammography of Single Breast
77076,X-Ray Skeletal Survey
72072,X-Ray Lumbar Spine
72080,X-Ray Thoraco- Lumbar Spine
73110,X-Ray Wrist Joint
73522,X-Ray Hip Joint
73551,X-RAY Femur (Thigh)
73560,X-Ray Knee Joint
73600,X-Ray Ankle Joint
74000,X-Ray Abdomen
73565,X-Ray Knee Weight Bearings
72114,X-Ray Lumbar Spine/ Extension and Flexion
77075,X-Ray Survey of Forearm or Wrist Bone Density
77066,Mammography of Both Breasts
SUBCATEGORY,ULTRASOUND
76700,Ultrasound Abdominal
76641,Ultrasound Breast
76506,Ultrasound Cranial
76770,Ultrasound KUB
76815,Ultrasound Obstetric
76856,Ultrasound Pelvis
76775,Ultrasound Renal
76870,Ultrasound Scrotum
76536,Ultrasound Head and Neck / Thyroid
93971,Ultrasound Vascular Doppler
93880,Doppler Ultrasound of Head and Neck
93922,Doppler ultrasound of upper limbs
93923,Doppler Ultrasound of Lower Limbs
93975,Dopller Ultrasound of Abdomen/Pelvis/Scrotum
93976,Dopller Ultrasound of Abdomen/Pelvis/Scrotum(Limited)
93980,Penile Doppler
93990,Ultrasound Doppler Dialysis Access/Fistula Assessment
76820,Ultrasound of Fetal Umbilical Artery Flow Rate
76821,Ultrasound of Fetal Brain Artery
76825,Ultrasound of Fetal Heart Blood Flow
76873,Ultrasound of Prostate
76881,Ultrasound of Leg
76882,Ultrasound of Arm
76812,Follow-up Obstetrics Ultrasound
76830,Transvaginal Ultrasound (TVS)
76872,Transrectal Ultrasound (TRS)
76705,Ultrasound Abdominal Emergency
76965,Ultrasound Follow-up Study
93886,Transcranial Doppler Ultrasound(TCD)
76604,Ultrasound of Chest
SUBCATEGORY,FLUOROSCOPY - RADIOLOGY
36005,Angio/Venogram
51610,Antegrade / Retrograde Urethrography
74249,Barium Follow Through
74270,Barium Enema
74246,Barium Meal - Single Contrast
74230,Barium Swallow
75984,Fistulogram
58340,Hysterosalpingogram (HSG)
74400,Intra-Venous Urethrography (IVU)
51600,Micturating Cystourethrography (MCUG)
62284,Myelography
74420,Retrograde Pyelography
70380,Sialography
76080,Sinography
74251,Small Bowel Enema
74430,Cystourethrography
74485,Ureterogram
74283,Barium Enema - Double Contrast
78261,Barium Meal - Double Contrast
SUBCATEGORY,CT SCAN
74150,CT Scan Abdomen
74176,CT Scan Abdomen Plus Pelvic
72125,CT Scan Cervical Spine
71250,CT Scan Chest/ Hrct
77013,CT Scan Guided Ablation
70450,CT Scan Head/ Brain
72131,CT Scan Lumbo-Sacral Spine
72192,CT Scan Pelvis
70486,CT Scan Paranasal Sinuses (Pns)
76497,CT Scan Report
70480,CT Scan Temporal Bone
72128,CT Scan Thoratic Spine
73700,CT Scan Knee
72126,CT Scan Cervical Spine with Contrast
71275,CT Scan of Blood Vessels in Chest with Contrast
70496,CT Scan of Blood Vessel of Head with Contrast
74174,CT Scan of Abdominal and Pelvic Blood Vessels with Contrast
74175,CT Scan of Abdominal Blood Vessels with Contrast
73706,CT Scan of Lower Leg Blood Vessels with Contrast
73206,CT Scan of Arm Blood Vessels with Contrast
70498,CT Scan of Neck Blood Vessels with Contrast
75574,CT Scan of Heart Blood Vessels and Grafts with Contrast Dye
75572,CT Scan of Heart Structure with Contrast (Coronary Angiography)
77012,CT Scan Guided Biopsy
SUBCATEGORY,MRI
74181,MRI Abdomen/KUB
74182,MRI Abdomen with Contrast
73721,"MRI Lower Extremity Joints Left/Right - Hip, Knee, Ankle"
73224,"MRI Anthrogram Lower Extremity Joints Left/Right - Hip, Knee, Ankle"
73223,"MRI Lower Extremity Joints Left/Right with Contrast - Hip, Knee, Ankle"
72195,"MRI Pelvis (Male/Female)-Testis, Penis, Uterus, Bladder, Prostate, Fistula"
70551,MRI Brain
77059,MRI Breast
77058,MRI Breast Implant Evaluation
72141,MRI Cervical Spine
71550,MRI Chest
73718,"MRI Lower Extremity Left / Right (Thigh, Leg, Foot)"
73719,"MRI Lower Extremity Left / Right (Thigh, Leg, Foot) with Contrast"
73218,"MRI Upper Extremity Left / Right (Arm, Fore Arm, Hand)"
73219,"MRI Upper Extremity Left / Right (Arm, Fore Arm, Hand) with Contrast"
75557,MRI Heart Morphology
76390,Magnetic Resonance Cholangiopancreatography (MRCP)
70540,MRI Neck
72196,MRI Pelvis with Contrast
73222,"MRI Arm Joint with Contrast (Right/Left) - Shoulder, Elbow, Wrist"
73221,"MRI Arm Joint (Right/Left) - Shoulder, Elbow, Wrist"
74183,MRI Small Bowel (MRI Enteroclysis)
72146,MRI Thoracic Spine
77021,MRI Guided Biopsy
72156,MRI Brachial Plexus
SUBCATEGORY,MRA
72159,MRA Spinal Canal Blood Vessel
72198,MRA of Pelvic Blood Vessel
70544,MRA Scan of Head Blood Vessels Before and after Contrast
70545,MRA SCAN of Head Blood Vessels with Contrast
70546,MRA Scan of Head Blood Vessels Before and after Contrast
70547,MRA Scan of Neck Blood Vessels
70548,MRA Scan of Neck Blood Vessels with Contrast
73725,MRA / MRV Scan of Leg Blood Vessel
73225,MRA / MRV Scan of Arm Blood Vessel
74185,MRA / MRV Scan of Blood Vessels of Abdomen
75565,MRA Coronary (Heart Vessels)
SUBCATEGORY,INTERVENTIONAL RADIOLOGY
76940,Ultrasound Guided for Needle Insertion
76942,Ultrasound Guided for Chorionic Villus Sampling
76941,Ultrasound Guided FNAC
76945,Ultrasound Guided for Amniocentensis
76946,Ultrasound Guided IVF (In Vitro Fertilization)
76948,Ultrasound Guided Radiation Therapy
76970,Ultrasound Guided for Endoscopy
76975,Ultrasonic Guidance during Surgery
76998,Ultrasound of Bone Density Measurement
76977,Ultrasound Guided Pericardiocentesis
76930,Ultrasonic Guidance for Biopsy of Heart Wall
76932,Ultrasound Guidance for Repair of Blood Vessel
SUBCATEGORY,INTERVENTIONAL URO-RADIOLOGY PROCEDURES
50382,Percutaneous Imaging Ureterostomy (Removal and Replacement)
50384,Percutaneous Imaging Ureteric Stent Removal
50385,Removal And Replacement of Indwelling Stent in Urinary Duct (Ureter) Including  Radiological Supervision and Interpretation
50386,Imaging Guided Removal of Ureteric Stent
50387,Imaging Guided Replacement of Ureteric Stenting
50389,Imaging Guided Ureteronephrostomy Tube Removal
50430,Injection Procedure for X-Ray Imaging of Kidney and Urinary Duct (Ureter) using  Imaging Guidance including Radiological Supervision and Interpretation
50431,Injection Procedure for X-Ray Imaging of Kidney and Urinary Duct (Ureter) using  Imaging Guidance including Radiological Supervision and Interpretation
50432,Percutaneous Imaging Guided Nephrostomy Catheter Placement
50433,Percutaneous Imaging Guided Ureteronephrostomy Catheter Placement
50434,Percutaneous Imaging Guided Conversion of Nephrostomy Catheter to  Nephroureteral Catheter
50435,Percutaneous Replacement Nephrostomy Tube
50606,Biopsy of Urinary Duct Using Imaging Guidance with Radiological Supervision and Interpretation
50693,Percutaneous Ureteric Stenting
50705,Occlusion of Urinary Duct (Ureter) using Imaging Guidance With Radiological Supervision And Interpretation
50706,Ureteric Ablation
SUBCATEGORY,OBSTETRIC INTERVENTIONAL RADIOLOGY
59070,Abdominal Infusion of Normal Saline into Fetal Amniotic SAC using Ultrasound Guidance
59072,Fetal Umbilical Cord Occlusion using Ultrasound Guidance
59074,Ultrasound Guided Amniocentesis
59076,Insertion of Drainage Catheter into Fetal Chest using Ultrasound Guidance
58345,Fallopian Tube Recannalisation
SUBCATEGORY,INTERVENTION NEURO RADIOLOGY
61645,Percutaneous Floroscopic Thromboembolectomy
61650,Transcatheter Floroscopic Thromboembolectomy
61651,Transcatheter Imaging Thromboembolectomy
SUBCATEGORY,HEPATOBILIARY INTERVENTIONAL RADIOLOGY
47531,Injection of Bile Duct for X-Ray Imaging Procedure Accessed through the Skin using Imaging Guidance Including Radiological Supervision and Interpretation
47532,Injection of Bile Duct for X-Ray Imaging Procedure Accessed through the Skin using Imaging Guidance including Radiological Supervision and Interpretation
47533,"Placement of Drainage Catheter of Biliary Duct, Accessed through the Skin with Imaging including Radiological Supervision and Interpretation"
47534,"Placement of Drainage Catheter of Biliary Duct, Accessed through the Skin with Imaging including Radiological Supervision and Interpretation"
47535,Conversion of External Biliary Drainage Catheter to Internal-External Biliary Drainage Catheter Accessed through the Skin using Imaging Guidance with Study of Bile Ducts and Radiological Supervision and Interpretation
47536,Replacement of Liver Duct Drainage Catheter Accessed through the Skin with Imaging and Radiological Supervision and Interpretation
47537,"Removal of Biliary Drainage Catheter, Accessed through the Skin using Imaging Guidance and Radiological Supervision and Interpretation"
47538,"Placement of Stent of Biliary Duct, Accessed through the Skin with Imaging including Radiological Supervision and Interpretation"
47539,"Placement of Stent of Biliary Duct, Accessed Through the Skin with Imaging including Radiological Supervision and Interpretation"
47540,"Placement of Stent and Drainage Catheter of Biliary Duct, Accessed through the Skin with Imaging including Radiological Supervision and Interpretation"
47541,"Placement of Access Device into Biliary Tract, Accessed through the Skin with Imaging including Radiological Supervision and Interpretation"
47542,Balloon Dilation of Bile Duct Accessed through the Skin using Imaging Guidance including Radiological Supervision and Interpretation
47543,Biopsy of Bile Duct or Liver Duct Accessed through the Skin using Imaging Guidance with Radiological Supervision and Interpretation
47544,"Removal of Biliary Duct or Gallbladder Stone, Accessed through the Skin using Imaging Guidance and Radiological Supervision and Interpretation"
CATEGORY,SURGICAL SERVICES
SUBCATEGORY,UROLOGY
51715,Augmentation Cystoplasty
54324,Epispadias Repair
54326,Hypospadias Repair
50650,Partial Cystectomy
54437,Repair of Fractured Penis
54300,Straightening Procedure of the Penis
55530,Varicocoelectomy
55520,Removal of Spermatic Cord Growth
55550,Tying of Spermatic Veins using an Endoscope
51596,Total Cystectomy + Urinary Diversion
51050,Cystolithotomy/ Vesicostomy
50220,Nephrectomy
50240,Partial NEPHRECTOMY
54120,Partial Penoctomy
50605,Pyeloplasty - PUJ
50060,Nephrolithotomy
50100,Repositioning of Abnormal Kidney Blood Vessels
50120,Exploration of Kidney
50125,Incision and Drainage of Kidney IE Abcess
51102,Supra Pubic Cystostomy(SPC)
51597,Total Cystectomy & Urinary Diversion
54125,Total Penectomy/Bilateral Inguinal LN Dissection
50610,Ureterolithotomy
53410,Urethroplasty
51530,Urinary Bladder Diverticulectomy
54150,Circumsion (Phymosis & Paraphymosis)
52005,Cystoscopy & Ureteric Catheterization
54380,Glansplasty
55040,Hydrocelectomy
53020,Meatotomy /Perineal Urethrotomy
55842,Open Prostatectomy
54535,Orchidectomy
54522,Partial Orchidectomy
54560,Testicular Exploration
54680,Transplantation of One or Both Testicles to Thigh
54690,Removal of One or Both Testicles using an Endoscope
54650,Orchidopexy
54430,Priapism Operation(Shunting)
55180,Scrotoplasty
52234,Transurethral Resection of Bladder Tumour
52601,Transurethral Resection of Prostate
50780,Ureteric Re-Implantation
52007,Cystoscopy Biopsy + EUA
53400,Direct Vision Urethrotomy
50075,Pyelolithotomy
52351,Ureteroscopy
52281,Urethral Bouging
54520,Bilateral Subcapsular Orchidectomy
52276,Optical Urethrotomy (OTIS)
55700,Prostatic Trucut Biopsy
52332,Renoscopy
54500,Testicular Biopsy
51702,Urethral Catheterization
52000,Urethrocystoscopy
55250,Vascectomy
53445,Transurethral Resection or Incision of Bladder Nec
55175,Scrotoplasty
52270,Direct Visual Urethrotomy (DVU)
50590,Eswl Session for Renal Stones(electro Shock Wave Lithotripsy)
50575,DJ Stent Different Sizes with Guide Wire
52310,DJ Stent Removal
50574,Kidney Biopsy
52201,Cystoscopy + EUA + Biopsy
54505,Testicular Biopsy
58951,Pelvic Exenteration
54161,Circumscission (adult)
43320,Anti Reflux Surgery
19301,Breast Lumpectomy (Malignant)
31623,Bronchoscopy See/ORL
46280,Fissurectomy
46200,Fistulectomy
32320,Lung Decortication
32480,Lung Lobectomy
39010,Mediasternotomy Surgery
